SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
003039.SZ,003039,顺控发展,10185274,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-25 00:00:00,2025-04-25 00:00:00,CNY,0.0,201646045.24,913440818.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549177153.11,215021844.2,0.0,75374049.46,20653653.16,0.0,0.0,0.0,0.0,0.0,0.0,3440420.6,0.0,86883863.48,119466959.02,0.0,0.0,720383.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937685.16,1851587687.3,0.0,0.0,0.0,0.0,0.0,0.0,83966702.33,0.0,0.0,0.0,0.0,2988064891.37,0.0,0.0,0.0,0.0,113095250.44,20673139.28,24820668.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34089477.33,1649599747.95,0.0,8625860.24,0.0,0.0,956602602.65,658749935.09,0.0,0.0,0.0,190175854.38,0.0,0.0,201646045.24,919481649.39,0.0,6040830.99,0.0,2433192.6,0.0,77910740.84,48148957.06,9244256.8,0.0,0.0,112387582.14,0.0,134909749.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23944327.49,0.0,0.0,0.0,6183240.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617518730,0.0,0.0,641462918.89,0.0,6341635.46,67691951.27,0.0,95888313.82,31530156.73,7375029136.16,1934432474.49,1675386276.44,3743460986.07,7375029136.16,3631568150.09,5440596661.67,1956181873.65,474076739.71,78699924.04,2786858383.42,0.0,0.0,0.0,0.0,0.0,1515499358.43,0.0,29330973.6,0.0,93.5593588837,73.3639148394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055205368,69.1738213769,0.0,85.873670392,-23.1350988196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.8058551692,21.4591042737,6.8796694932,0.0,0.0,10.0492431162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1230519158,0.0,0.0,0.0,0.0,0.0,37.0585594736,0.0,0.0,0.0,0.0,9.9715789618,0.0,0.0,0.0,0.0,64.9976159156,180.0428730789,-16.1327689318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.270605601,31.5662119098,0.0,-25.6478335272,0.0,0.0,15.084115766,-50.8200661715,0.0,0.0,0.0,-28.712816923,0.0,0.0,93.5593588837,74.51041726,0.0,0.0,0.0,-22.5788935708,0.0,22.3122073483,38.034575611,-9.2846839129,0.0,0.0,704.299786414,0.0,-5.3386504199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2204629861,0.0,0.0,0.0,161.8383362777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.116132715,0.0,-4.3917862903,76.5310693946,0.0,9.6433396836,-52.37533977,8.6890028424,-8.0063800786,-6.0340322369,8.3217735315,8.6890028424,9.0701622539,16.1862246441,26.4827817645,-52.0771618306,28.4388380956,6.1801566549,0.0,0.0,0.0,0.0,0.0,11.3992814022,0.0,-13.5063290603,0,0.0,0
003039.SZ,003039,顺控发展,10185274,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-21 00:00:00,2025-04-25 00:00:00,CNY,0.0,214563611.97,864779710.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549177153.11,209174776.89,0.0,70650825.93,16749445.41,0.0,0.0,0.0,0.0,0.0,0.0,3473970.7,0.0,80527850.94,123091213.88,0.0,0.0,681730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14270911.74,1855800535.94,0.0,0.0,0.0,0.0,0.0,0.0,83966702.33,0.0,0.0,0.0,0.0,2941448874.03,0.0,0.0,0.0,0.0,103236208.46,20801196.3,25682460.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18077748.93,1585506968.51,0.0,9204390.99,0.0,0.0,925641500.03,615383176.61,0.0,0.0,0.0,190213294.62,0.0,0.0,217671413.25,870177900.93,3107801.28,5398190.43,0.0,2928920.87,0.0,85367451.23,48155227.76,9905227.83,0.0,0.0,103439911.51,0.0,139220819.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23335492.73,0.0,0.0,0.0,7095642.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617518730,0.0,0.0,529778598.86,0.0,5815636.38,85268395.94,0.0,95972158.07,33637046.94,7206650191.98,1843060855.93,1646372231.94,3659967034.81,7206650191.98,3546683157.17,5363589336.05,1900310925.23,524898809.16,76878738.75,2734325534.78,0.0,0.0,0.0,0.0,0.0,1462912936.35,0.0,30560390.16,0.0,139.1769223209,216.2727633426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055205368,83.8776694526,0.0,20.5131883547,-29.4039354832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.5766762318,34.5447316763,664.0432862596,0.0,0.0,5.9309950041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6715372764,0.0,0.0,0.0,0.0,0.0,74.6410505789,0.0,0.0,0.0,0.0,43.8100654382,0.0,0.0,0.0,0.0,63.6667110674,176.6481303795,-16.8717533601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1415129628,163.2254227353,0.0,-17.8340892065,0.0,0.0,15.416436991,-26.5502541916,0.0,0.0,0.0,-4.3817513286,0.0,0.0,142.6412298915,218.2470240516,0.0,0.0,0.0,-5.1811810618,0.0,62.6677208772,35.680210154,-2.10891592,0.0,0.0,789.6152346918,0.0,-1.3678350976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.3202525684,0.0,0.0,0.0,637.9794553676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.9799206611,0.0,-24.2718933807,68.6553084405,0.0,9.7392112577,-26.9105565058,35.3776826696,35.8555771017,43.1863708643,8.3755269659,35.3776826696,82.2315677037,35.2142416389,138.6006432315,8.7287726139,9.4640971837,6.1826845068,0.0,0.0,0.0,0.0,0.0,11.6819705703,0.0,-12.5137250751,标准无保留意见,0.0,0
003039.SZ,003039,顺控发展,10185274,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-25 00:00:00,2024-10-25 00:00:00,CNY,0.0,122320841.12,740262873.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549488785.44,166588198.53,0.0,65749570.57,24046765.57,0.0,0.0,0.0,0.0,0.0,0.0,499460.8,0.0,80584874.84,103404377.16,0.0,0.0,724039.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594831563.0,0.0,0.0,0.0,0.0,0.0,0.0,57381983.64,0.0,0.0,0.0,0.0,2641307875.3,0.0,0.0,0.0,0.0,67781125.75,7108384.17,25836263.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17987175.37,1370274189.07,0.0,9402756.85,0.0,0.0,846223306.18,725231995.25,0.0,0.0,0.0,151493986.75,0.0,0.0,122320841.12,740262873.66,0.0,0.0,0.0,2921211.63,0.0,62855848.42,43333915.25,9894948.84,0.0,0.0,15596802.67,0.0,139862619.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14034512.67,0.0,0.0,0.0,6858438.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617518730,0.0,0.0,247957807.32,0.0,5354293.3,37375853.0,0.0,95373540.49,72662957.93,6362155034.97,1730505596.48,1191620305.94,3516623306.15,6362155034.97,2845531728.82,4631649438.49,1653911422.88,492428179.0,61765744.48,2670399999.97,0.0,0.0,0.0,0.0,0.0,1399743439.11,0.0,30240836.14,0.0,92.534100519,281.2935475465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001508625,-12.3391540358,0.0,4.4568526894,-13.4489446765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.776538472,58.7824707297,2491.9789573105,0.0,0.0,-1.4811588684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4267323868,0.0,0.0,0.0,0.0,0.0,33.8799055412,0.0,0.0,0.0,0.0,65.5760213689,0.0,0.0,0.0,0.0,0.5779394946,-7.151350471,-20.7956283859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.540520083,325.5182619612,0.0,-19.2178521393,0.0,0.0,14.1495409319,-22.6259541391,0.0,0.0,0.0,107.4008854288,0.0,0.0,92.534100519,281.2935475465,0.0,0.0,0.0,-0.487784035,0.0,604.5168244322,28.3854691367,-0.1925760663,0.0,0.0,279.8448853332,0.0,1.647605861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0140414296,0.0,0.0,0.0,365.225787802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4549097515,0.0,-44.6318531603,-24.8878850259,0.0,9.3688147613,27.836826094,33.3512447098,30.7630736716,20.0076171219,7.9095087756,33.3512447098,88.1825869149,34.3447400793,218.5755893281,6.1832375038,20.6208983126,6.0720305387,0.0,0.0,0.0,0.0,0.0,11.9144903049,0.0,-17.6355135285,0,0.0,0
003039.SZ,003039,顺控发展,10185274,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-27 00:00:00,2024-08-27 00:00:00,CNY,0.0,117577169.76,647432301.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549488785.44,137219873.04,0.0,47008599.08,21502647.9,0.0,0.0,0.0,0.0,0.0,0.0,533010.9,0.0,69604326.5,106660951.35,0.0,0.0,660354.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613872634.84,0.0,0.0,0.0,0.0,0.0,0.0,57381983.64,0.0,0.0,0.0,0.0,2670947186.46,0.0,0.0,0.0,0.0,72194512.49,7245258.93,27663011.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19395298.52,1424660944.18,0.0,10637648.89,0.0,0.0,814642200.61,835864836.24,0.0,0.0,0.0,276334142.16,0.0,0.0,117577169.76,647432301.99,0.0,0.0,0.0,2889649.24,0.0,57705032.49,39852651.16,9852865.65,0.0,0.0,18862392.23,0.0,142535685.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11062237.56,0.0,0.0,0.0,4538492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617518730,0.0,0.0,230421126.45,0.0,5072468.57,37513353.36,0.0,93834412.99,55037261.75,6382016058.5,1734260256.7,1267814962.96,3401085254.06,6382016058.5,2980930804.44,4647755801.8,1713115841.48,489576610.42,69516482.41,2586443053.45,0.0,0.0,0.0,0.0,0.0,1317639007.21,0.0,32075978.68,0.0,73.3728531013,308.8914202142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001508625,-9.9966834023,0.0,51.3328632713,-36.8774329016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.153439531,34.5894455439,7315.4968255825,0.0,0.0,-9.90144497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2465180091,0.0,0.0,0.0,0.0,0.0,47.9189840806,0.0,0.0,0.0,0.0,70.983953843,0.0,0.0,0.0,0.0,4.1635094218,-7.0257416194,-23.5040228949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2849499837,348.0065862201,0.0,-8.4461949166,0.0,0.0,14.8855743869,-14.0107823331,0.0,0.0,0.0,139.8499695232,0.0,0.0,73.3728531013,307.198305398,0.0,0.0,0.0,1.1733127821,0.0,371.5699032779,23.338855171,0.4555573299,0.0,0.0,1142.1980775952,0.0,5.4912849038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.6092188324,0.0,0.0,0.0,133.2369828468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4238495087,0.0,-42.0133440143,-9.3683998291,0.0,11.0939738703,21.8641722854,36.3795802723,34.9741749777,22.3352864659,8.5956295138,36.3795802723,92.6017324072,36.9115193103,235.0031296362,-0.0473932492,77.0040919502,6.7547201417,0.0,0.0,0.0,0.0,0.0,13.6166676256,0.0,-19.9821334823,0,0.0,0
003039.SZ,003039,顺控发展,10185274,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-26 00:00:00,2024-04-26 00:00:00,CNY,0.0,104177884.45,526892127.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549480495.84,127101133.29,0.0,40551224.55,26870070.53,0.0,0.0,0.0,0.0,0.0,0.0,496592.31,0.0,71533430.12,111777066.29,0.0,0.0,654601.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608355282.88,0.0,0.0,0.0,0.0,0.0,0.0,61263377.24,0.0,0.0,0.0,0.0,2717124660.37,0.0,0.0,0.0,0.0,68543566.41,7382133.69,29595192.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19561231.92,1253817164.76,0.0,11601356.96,0.0,0.0,831220361.11,1339468933.38,0.0,0.0,0.0,266774258.95,0.0,0.0,104177884.45,526892127.03,0.0,0.0,0.0,3142802.67,0.0,63698254.27,34881809.03,10190403.56,0.0,0.0,13973344.77,0.0,142518303.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8395024.41,0.0,0.0,0.0,2361472.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617518730,0.0,0.0,256466031.17,0.0,6632940.01,38345630.32,0.0,87454754.75,66205525.83,6785441896.87,2102789819.71,1782971341.99,3455871210.4,6785441896.87,3329570686.47,4682652077.16,1546599344.48,989250131.71,61274241.66,2624650849.29,0.0,0.0,0.0,0.0,0.0,1360421126.02,0.0,33911121.22,0.0,41.3593377334,262.0560742051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.1958758202,0.0,140.7974244824,-27.6613836253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.2784434811,44.7074040862,7353.914622563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1801752821,0.0,0.0,0.0,0.0,0.0,57.9244206604,0.0,0.0,0.0,0.0,72.9892008115,0.0,0.0,0.0,0.0,-0.5352337063,-6.90446908,-22.0095266216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1877581859,252.1958327978,0.0,-0.3642513691,0.0,0.0,18.3379835783,33.4274712668,0.0,0.0,0.0,114.2084156521,0.0,0.0,41.3593377334,260.4255153815,0.0,0.0,0.0,7.0007893191,0.0,397.4008602883,79.3350809621,2.76483372,0.0,0.0,281.9146981811,0.0,14.317394625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.4377143866,0.0,0.0,0.0,146.4683907667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1096942063,0.0,-11.1098809151,6.4418444749,0.0,8.0748315653,154.4915605868,44.5101726716,63.9478655022,74.1841483678,10.3653223931,44.5101726716,112.8642940354,37.2052814677,186.1092928652,97.8119794945,85.6769951997,8.0597033589,0.0,0.0,0.0,0.0,0.0,16.2186267306,0.0,-19.1866243725,0,0.0,0
