SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
601199.SH,601199,江南水务,10032235,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-25 00:00:00,2025-04-25 00:00:00,CNY,294164452.48,-0.4346297713,294164452.48,-0.4346297713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240463567.14,9.1637031166,181581292.08,-0.4749021983,0.0,0.0,0.0,0.0,1548911.72,30.0287591486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13677768.3,344.1252437259,22392960.45,14.6876522063,33973568.48,24.8294618262,0.0,0.0,-12710933.89,3.5725628788,5640722.01,-5.1050576299,18434489.5,-3.9314081881,0.0,0.0,0.0,0.0,0.0,0.0,2514143.29,221.2487310481,23964478.79,20.6259341411,23964478.79,2.9191259096,0.0,0.0,0.0,0.0,3706.49,-99.0446483072,12796060.3,1894.4357903962,26683973.19,170.8777341839,1643496.58,5.2962152393,0.0,0.0,0.0,0.0,121306743.98,15.0861537935,5599.13,-68.8937222222,0.0,0.0,977740.68,-13.7904066849,0.0,0.0,0.0,0.0,0.0,0.0,120334602.43,15.3856918746,25171405.14,24.7931420754,0.0,0.0,0.0,0.0,0.0,0.0,95163197.29,13.1299100914,0.0,0.0,95163197.29,13.1299100914,0.0,0.0,95163197.29,13.1299100914,0.0,0.0,94020754.25,9.4847484496,0.0,0.0,0.0,0.0,0.1018,13.2369299221,0.1018,13.2369299221,-4997333.19,-363.4010802117,-4997333.19,-363.4010802117,0.0,0.0,0.0,0.0,0.0,0.0,-4997333.19,-363.4010802117,0.0,0.0,-576463.99,46.1910648476,0.0,0.0,-4420869.2,-62280.3323286713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90165864.1,8.5811006046,90165864.1,8.5811006046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-25 00:00:00,2025-04-25 00:00:00,CNY,1533067386.98,12.3938112652,1533067386.98,12.3938112652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157948674.63,17.7319905341,989311824.16,21.7386361358,0.0,0.0,0.0,0.0,6325255.37,-6.1352812897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20371765.99,26.1365176761,74829790.88,-6.4766833277,119418893.93,0.7105870796,0.0,0.0,-52308855.7,-3.4110217138,22823847.84,-17.8305264161,75649854.29,-4.4051024882,0.0,0.0,0.0,0.0,0.0,0.0,4084199.4,139.0791836492,129367496.19,204.3203749345,134512806.81,218.5279596786,0.0,0.0,0.0,0.0,47857.04,-99.6969238604,-14855353.37,-1416.7384694985,-7179460.06,-324.8450900473,7821633.63,6.5105153639,0.0,0.0,0.0,0.0,494405085.18,12.9102136135,1862028.83,0.0,0.0,0.0,3818357.57,48.0889014578,0.0,0.0,0.0,0.0,0.0,0.0,492448756.44,13.1295984351,90444397.46,-19.1805923403,0.0,0.0,0.0,0.0,0.0,0.0,402004358.98,24.3106628379,0.0,0.0,402004358.98,24.3106628379,0.0,0.0,402004358.98,24.3106628379,0.0,0.0,403750227.3,35.3598980418,0.0,0.0,0.0,0.0,0.43,22.8571428571,0.43,22.8571428571,2573669.21,172.0426260859,2573669.21,172.0426260859,0.0,0.0,0.0,0.0,0.0,0.0,-545954.79,84.7175322132,0.0,0.0,-1069455.32,69.1751606578,0.0,0.0,523500.53,608.4203749429,0.0,0.0,0.0,0.0,3119624.0,0.0,3119624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404578028.19,26.5039894089,404578028.19,26.5039894089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,标准无保留意见
601199.SH,601199,江南水务,10032235,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-30 00:00:00,2024-10-30 00:00:00,CNY,1025675180.35,5.9430265514,1025675180.35,5.9430265514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765318751.15,14.9436836341,640550472.68,18.2354739301,0.0,0.0,0.0,0.0,3095752.83,-66.2472523495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11338557.42,-2.3231293783,55432615.49,0.3983933977,91294315.33,7.5013958583,0.0,0.0,-36392962.6,1.2516221201,20046061.97,-7.6384484654,-56729088.08,-196.4922627468,0.0,0.0,0.0,0.0,0.0,0.0,168883.29,103.6321942844,69758266.22,444.4238706091,74903576.84,497.6773856203,0.0,0.0,0.0,0.0,459365.21,-97.0778167158,-8858137.65,-392.6405495189,19605044.85,113.3364079169,4872128.07,-4.1113615469,0.0,0.0,0.0,0.0,346361979.19,2.2700130234,1385581.16,0.0,0.0,0.0,3520777.17,137.4999139084,0.0,0.0,0.0,0.0,0.0,0.0,344226783.18,2.0864047857,72624678.85,-10.5426302499,0.0,0.0,0.0,0.0,0.0,0.0,271602104.33,6.0912401173,0.0,0.0,271602104.33,6.0912401173,0.0,0.0,271602104.33,6.0912401173,0.0,0.0,277059348.5,13.0735255394,0.0,0.0,0.0,0.0,0.2904,6.1015710632,0.2904,6.1015710632,-1028403.26,51.7758050968,-1028403.26,51.7758050968,0.0,0.0,0.0,0.0,0.0,0.0,-1028403.26,51.7758050968,0.0,0.0,-1174770.27,44.9123192522,0.0,0.0,146367.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270573701.07,6.5773214972,270573701.07,6.5773214972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-28 00:00:00,2024-08-28 00:00:00,CNY,640370399.25,5.9134984839,640370399.25,5.9134984839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478066836.33,9.9820065976,400968585.11,11.9902015166,0.0,0.0,0.0,0.0,2793848.56,-53.4184151694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7393285.43,3.1913334898,38929453.0,14.079806798,54653271.79,-0.7084803572,0.0,0.0,-26671607.56,-3.8126538892,11385695.95,-14.6587122195,38267634.97,-2.5340099429,0.0,0.0,0.0,0.0,0.0,0.0,-3660333.23,21.7143188577,42902465.78,435.5740913989,48047776.4,499.805715623,0.0,0.0,0.0,0.0,370276.93,135.4869456353,2009869.66,303.3851679712,7532380.08,5.0530982097,3318726.51,-3.724536548,0.0,0.0,0.0,0.0,214776948.65,18.1004155793,1382581.16,0.0,0.0,0.0,1177731.98,-6.5406381648,0.0,0.0,0.0,0.0,0.0,0.0,214981797.83,19.0379026013,45225629.98,4.6796403452,0.0,0.0,0.0,0.0,0.0,0.0,169756167.85,23.5528369973,0.0,0.0,169756167.85,23.5528369973,0.0,0.0,169756167.85,23.5528369973,0.0,0.0,175812803.43,25.5230811155,0.0,0.0,0.0,0.0,0.1815,23.5534377127,0.1815,23.5534377127,693724.19,153.4280994262,693724.19,153.4280994262,0.0,0.0,0.0,0.0,0.0,0.0,693724.19,153.4280994262,0.0,0.0,-1345683.07,-3.6395874564,0.0,0.0,2039407.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170449892.04,25.2413113863,170449892.04,25.2413113863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,标准无保留意见
601199.SH,601199,江南水务,10032235,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-27 00:00:00,2025-04-25 00:00:00,CNY,295448559.88,0.6065877997,295448559.88,0.6065877997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220277949.79,6.4307955883,182447740.41,7.3433557223,0.0,0.0,0.0,0.0,1191207.03,-44.351608809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079709.72,-9.6610511347,19525171.21,12.2609715794,27215985.7,0.8742116778,0.0,0.0,-13181864.28,-2.0213518539,5944175.6,-9.6622235213,19188882.81,-2.1613063468,0.0,0.0,0.0,0.0,0.0,0.0,-2073541.94,17.6353127321,19866771.57,378.5492123513,23284767.12,460.8816171161,0.0,0.0,0.0,0.0,387971.26,35547.3513019644,641587.98,1648.7601358667,9850928.97,26.9146828065,1560831.58,-17.1799109845,0.0,0.0,0.0,0.0,105405159.51,7.6256417257,18000.0,0.0,0.0,0.0,1134143.71,-4.0712784592,0.0,0.0,0.0,0.0,0.0,0.0,104289015.8,7.7871742089,20170503.54,-12.9865195831,0.0,0.0,0.0,0.0,0.0,0.0,84118512.26,14.3323525167,0.0,0.0,84118512.26,14.3323525167,0.0,0.0,84118512.26,14.3323525167,0.0,0.0,85875663.58,14.5988528267,0.0,0.0,0.0,0.0,0.0899,14.2312579416,0.0899,14.2312579416,-1078403.44,-724.7678288698,-1078403.44,-724.7678288698,0.0,0.0,0.0,0.0,0.0,0.0,-1078403.44,-724.7678288698,0.0,0.0,-1071316.48,-720.6620327936,0.0,0.0,-7086.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83040108.82,12.6024334649,83040108.82,12.6024334649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-25 00:00:00,2025-04-25 00:00:00,CNY,1364014058.89,7.5706823339,1364014058.89,7.5706823339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983546332.12,9.9775056425,812652298.04,12.7182661064,0.0,0.0,0.0,0.0,6738693.15,-18.8109926155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16150569.53,-5.0136414303,80011908.84,-6.7367083053,118576306.02,8.3183298547,0.0,0.0,-50583443.46,-7.1510346514,27776553.56,-9.9804113131,79135870.49,-0.1480524193,0.0,0.0,0.0,0.0,0.0,0.0,-10451086.79,-161.4421953317,42510297.32,477.1965983499,42229513.21,1600.2186128688,0.0,0.0,0.0,0.0,15790434.73,4746.1926271398,-979427.48,93.5329879487,3193069.53,-67.4439244643,7343531.86,15.0246598189,0.0,0.0,0.0,0.0,437874545.94,15.704777081,0.0,0.0,0.0,0.0,2578422.51,33.0045301668,0.0,0.0,0.0,0.0,0.0,0.0,435296123.43,15.6156836502,111909255.56,16.4722289402,0.0,0.0,0.0,0.0,0.0,0.0,323386867.87,15.3221996103,0.0,0.0,323386867.87,15.3221996103,0.0,0.0,323386867.87,15.3221996103,0.0,0.0,298279056.9,8.0189601348,0.0,0.0,0.0,0.0,0.35,16.6666666667,0.35,16.6666666667,-3572425.59,-237.8999782179,-3572425.59,-237.8999782179,0.0,0.0,0.0,0.0,0.0,0.0,-3572425.59,-237.8999782179,0.0,0.0,-3469459.51,-222.7738198695,0.0,0.0,-102966.08,-683.5342655956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319814442.28,14.4798587949,319814442.28,14.4798587949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,标准无保留意见
601199.SH,601199,江南水务,10032235,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-27 00:00:00,2024-10-30 00:00:00,CNY,968138454.92,15.3785252085,968138454.92,15.3785252085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665820623.59,15.9437170495,541758282.34,20.0930662811,0.0,0.0,0.0,0.0,9171854.28,50.6601334804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11608231.66,4.3388733209,55212651.93,-13.0033403666,84923841.78,8.9994592815,0.0,0.0,-36854238.4,-3.9783223929,21703903.45,-7.06582502,58791333.59,-0.5129193338,0.0,0.0,0.0,0.0,0.0,0.0,-4649621.6,-477.656003812,12813226.97,238.3097456302,12532442.86,240.3824520719,0.0,0.0,0.0,0.0,15719931.48,10623.5717184873,-1798093.49,38.9351757849,9189732.33,229.6358867222,5081027.48,6.7835718174,0.0,0.0,0.0,0.0,338674034.5,28.0771452475,0.0,0.0,0.0,0.0,1482433.03,-5.4288735012,0.0,0.0,0.0,0.0,0.0,0.0,337191601.47,28.2769244232,81183561.57,25.1501848405,0.0,0.0,0.0,0.0,0.0,0.0,256008039.9,29.3013437186,0.0,0.0,256008039.9,29.3013437186,0.0,0.0,256008039.9,29.3013437186,0.0,0.0,245025833.57,25.7562942513,0.0,0.0,0.0,0.0,0.2737,29.2867264998,0.2737,29.2867264998,-2132546.25,-1055.1769265075,-2132546.25,-1055.1769265075,0.0,0.0,0.0,0.0,0.0,0.0,-2132546.25,-1055.1769265075,0.0,0.0,-2132546.25,-1055.1769265075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253875493.65,28.0798380712,253875493.65,28.0798380712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-25 00:00:00,2024-08-28 00:00:00,CNY,604616416.62,15.2676766591,604616416.62,15.2676766591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434677317.79,14.4547468505,358038988.84,18.5846140533,0.0,0.0,0.0,0.0,5997753.34,42.2277170826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7164637.94,3.5473679837,34124753.62,-19.4615280718,55043242.35,15.9062057623,0.0,0.0,-25692058.3,-11.0168341575,13341368.81,-13.5385946395,39262551.94,1.2957104238,0.0,0.0,0.0,0.0,0.0,0.0,-4675610.12,-755.1698020566,8010556.61,241.8542563616,8010556.61,241.8542563616,0.0,0.0,0.0,0.0,-1043417.3,-9476.5202669307,-988208.57,60.3522969972,7170069.43,11068.3144678622,3447115.59,0.9824876957,0.0,0.0,0.0,0.0,181859604.47,22.3199648313,0.0,0.0,0.0,0.0,1260154.1,2.2960852512,0.0,0.0,0.0,0.0,0.0,0.0,180599450.37,22.4872137448,43203845.4,18.6287813525,0.0,0.0,0.0,0.0,0.0,0.0,137395604.97,23.7528991449,0.0,0.0,137395604.97,23.7528991449,0.0,0.0,137395604.97,23.7528991449,0.0,0.0,140064123.56,28.6205636947,0.0,0.0,0.0,0.0,0.1469,23.7573715249,0.1469,23.7573715249,-1298425.73,-351.5520555003,-1298425.73,-351.5520555003,0.0,0.0,0.0,0.0,0.0,0.0,-1298425.73,-351.5520555003,0.0,0.0,-1298425.73,-351.5520555003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136097179.24,22.0161317043,136097179.24,22.0161317043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-28 00:00:00,2024-04-27 00:00:00,CNY,293667210.41,9.015384072,293667210.41,9.015384072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206968245.02,6.654965895,169966496.0,7.8294887382,0.0,0.0,0.0,0.0,2140595.63,92.3998220995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3409060.83,1.5409125953,17392661.88,-8.8259446811,26980122.32,10.1408132197,0.0,0.0,-12920691.64,-11.2559190502,6579944.55,-19.6633385203,19612774.96,-1.4510479919,0.0,0.0,0.0,0.0,0.0,0.0,-2517513.28,-1362.3032703836,4151458.42,328.2697713734,4151458.42,328.2697713734,0.0,0.0,0.0,0.0,-1094.5,-108.1250719156,-41425.91,95.2830327144,7761851.31,83.0042604406,1884605.05,43.9328960456,0.0,0.0,0.0,0.0,97936846.48,24.92876891,0.0,-100.0,0.0,0.0,1182277.52,-3.726922767,0.0,0.0,0.0,0.0,0.0,0.0,96754568.96,25.3847112077,23180895.01,17.1167504756,0.0,0.0,0.0,0.0,0.0,0.0,73573673.95,28.2370470336,0.0,0.0,73573673.95,28.2370470336,0.0,0.0,73573673.95,28.2370470336,0.0,0.0,74935884.14,30.9944895224,0.0,0.0,0.0,0.0,0.0787,28.3849918434,0.0787,28.5947712418,172608.67,-82.6587094703,172608.67,-82.6587094703,0.0,0.0,0.0,0.0,0.0,0.0,172608.67,-82.6587094703,0.0,0.0,172608.67,-82.6587094703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73746282.62,26.3459349918,73746282.62,26.3459349918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
601199.SH,601199,江南水务,10032235,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-28 00:00:00,2024-04-25 00:00:00,CNY,1268016553.67,13.8666869543,1268016553.67,13.8666869543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894315911.58,23.3658539371,720958834.9,30.7731818305,0.0,0.0,0.0,0.0,8300006.82,43.6186668392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17003041.04,8.9397871913,85791427.03,8.2552900639,109470212.64,-8.2325537497,0.0,0.0,-47207610.85,-1.955960055,30856121.39,-15.8232063637,79253206.78,-5.6967237003,0.0,0.0,0.0,0.0,0.0,0.0,-3997475.15,-353.4744052293,7364959.78,-64.7583802936,2483769.61,-66.5798517978,0.0,0.0,0.0,0.0,325831.76,-43.2544503689,-15144976.88,-208.0733467187,9807906.75,118.3899222148,6384310.87,15.284147764,0.0,0.0,0.0,0.0,378441199.22,0.7893913116,57.52,-99.8764504507,0.0,0.0,1938597.51,-22.2586433955,0.0,0.0,0.0,0.0,0.0,0.0,376502659.23,0.9309003019,96082350.77,-0.566275138,0.0,0.0,0.0,0.0,0.0,0.0,280420308.46,1.4543122765,0.0,0.0,280420308.46,1.4543122765,0.0,0.0,280420308.46,1.4543122765,0.0,0.0,276135834.42,4.450989005,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,-1057243.51,22.4877000477,-1057243.51,22.4877000477,0.0,0.0,0.0,0.0,0.0,0.0,-1057243.51,22.4877000477,0.0,0.0,-1074888.76,25.3064763124,0.0,0.0,17645.25,-76.5033388888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279363064.95,1.5730461249,279363064.95,1.5730461249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,标准无保留意见
