SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
600461.SH,600461,洪城环境,10007223,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-30 00:00:00,2025-04-30 00:00:00,CNY,1558851831.48,,,,,,,,,,,,4624091.29,199152468.67,,0.0,1762628391.44,1101474778.71,,,,,,261356643.1,132432972.7,163249193.35,,0.0,1658513587.86,,0.0,104114803.58,25791723.7,,,,,,,0.0,25791723.7,294414455.5,,,,,,,0.0,294414455.5,,0.0,-268622731.8,,,742881392.93,,,,0.0,742881392.93,704185000.0,114986119.56,315400.44,,2076068.21,,,0.0,821247187.77,,0.0,-78365794.84,,,0.0,-242873723.06,2833873383.87,,0.0,2590999660.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.382081406,,,,,,,,,,,,-43.5122321694,-19.1530864749,,,-9.8855801639,-1.0421725324,,,,,,-0.2400621709,39.5128854281,-34.222028112,,,-3.4719742823,,,-56.2214213841,,,,,,,,,157.917237,-60.1172879403,,,,,,,,-60.1172879403,,,63.1114422719,,,-55.2623925536,,,,,-55.2963134373,-46.1484421095,90.2369995227,-80.1419671079,,-0.5761242317,,,,-40.0625019304,,,-126.872813578,,,,-22.1932579832,8.5838092165,,,7.4618916554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600461.SH,600461,洪城环境,10007223,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-15 00:00:00,2025-04-15 00:00:00,CNY,7172255075.07,,,,,,,,,,,,26265553.52,633725466.14,,0.0,7832246094.73,3485311131.99,,,,,,1074616690.89,499829595.19,798341014.55,,0.0,5858098432.62,,0.0,1974147662.11,,,733441.04,,,,,0.0,733441.04,1889531872.75,,,,,,,0.0,1889531872.75,,0.0,-1888798431.71,1260000.0,1260000.0,4189611147.93,,11979450.0,,0.0,4202850597.93,3431158132.44,618856123.27,11023437.92,,14161119.56,,,0.0,4064175375.27,,0.0,138675222.66,,,0.0,224024453.06,2609848930.81,,0.0,2833873383.87,1337740192.51,14431066.3,381157492.55,381157492.55,,643717459.37,10274931.42,,,,-5320293.83,1071150.36,,245278975.55,3476719.74,-37628420.6,-45092672.68,7464252.08,,55145551.49,-802232864.88,61166803.56,,,0.0,1974147662.11,,,,,2833873383.87,2609848930.81,,,,,224024453.06,-0.6237888241,,,,,,,,,,,,1616.3649336959,-7.9341388416,,,-0.947233131,-12.4880197098,,,,,,0.9327571513,15.7450917913,14.1911398361,,,-5.1829363663,,,14.189904662,,,-97.5332686691,,,,,,-98.5884938308,0.9487991406,,,,,,,,0.9487991406,,,-3.7909163546,-98.2012061884,,30.667073611,,10289.8091934085,,,28.2730617731,65.5879896338,-21.0117252467,,,-64.4363353176,,,,40.3664733821,,,-63.6103367924,,,,-22.7772763237,12.505747336,,,8.5838092165,7.91950736,137.4765328031,2.7490305021,2.7490305021,,-0.3530809972,154.4798793317,,,,-0.1485380564,-33.3723575935,,-20.2135256114,159.1924762964,14.8812897422,-7.8241444758,412.7802898016,,80.8184598893,31.4788059501,-80.5881471768,,,,14.189904662,,,,,8.5838092165,12.505747336,,,,,-22.7772763237,标准无保留意见,,,
600461.SH,600461,洪城环境,10007223,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-28 00:00:00,2024-10-28 00:00:00,CNY,5131782424.77,,,,,,,,,,,,23452589.17,609491086.4,,0.0,5764726100.34,2650458178.32,,,,,,738152621.69,377064395.46,623546865.44,,0.0,4389222060.91,,0.0,1375504039.43,,,,,,10020750.0,,0.0,10020750.0,1584486163.65,,,,,,,0.0,1584486163.65,,0.0,-1574465413.65,1260000.0,1260000.0,3979111147.93,,1158700.0,,0.0,3981529847.93,3133117740.13,544283277.06,,,9048425.75,,,0.0,3686449442.94,,0.0,295080404.99,,,0.0,96119030.77,2609848930.81,,0.0,2705967961.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.196070333,,,,,,,,,,,,481.346180001,20.9093707402,,,-8.3057733631,-19.9440946131,,,,,,-2.9318829835,8.1481880593,37.8511355719,,,-9.9128590492,,,-2.7710285276,,,,,,-36.7785437057,,,-40.5965504523,-23.787172071,,,,,,,,-23.787172071,,,23.6496672183,,,37.9640569237,,,,,38.0479182817,98.5483190757,-10.1877974027,,,85.7142857143,,,,68.4149475005,,,-57.5580438785,,,,101.0727320644,12.505747336,,,14.2939998515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600461.SH,600461,洪城环境,10007223,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-23 00:00:00,2024-08-23 00:00:00,CNY,3416033443.15,,,,,,,,,,,,17895235.88,415693552.4,,0.0,3849622231.43,2033303380.33,,,,,,473946740.29,247359770.23,485986350.44,,0.0,3240596241.29,,0.0,609025990.14,,,,,,10020750.0,,0.0,10020750.0,1111854570.55,,,,,,,0.0,1111854570.55,,0.0,-1101833820.55,1260000.0,1260000.0,2946675000.03,,,,0.0,2947935000.03,2409360775.24,116955705.94,1588276.35,,4176196.5,,,0.0,2530492677.68,,0.0,417442322.35,,,0.0,-75365508.06,2609848930.81,,0.0,2534483422.75,679513221.34,-1207699.87,189668392.91,189668392.91,,319285937.9,3400396.48,,,,-383784.72,59945.13,,131264202.35,1781197.99,1408749.19,1410845.81,-2096.62,,-90217916.23,-480270675.95,-163911485.69,,,0.0,609025990.14,,,,,2534483422.75,2609848930.81,,,,,-75365508.06,-11.596182542,,,,,,,,,,,,607.6714904669,47.1823314922,,,-7.2176179814,-12.267223372,,,,,,-11.2468632687,2.8319093775,103.6040473132,,,-2.70977561,,,-25.5681082196,,,,,,-36.7785437057,,,-38.7803048518,-24.9644497902,,,,,,,,-24.9644497902,,,24.8101269933,,,12.1105673776,,,,,12.1585059236,75.8176442028,-73.5535046092,-97.5564979231,,100.0,,,,39.4442768975,,,-48.6961684563,,,,-145.2652100128,12.505747336,,,1.9402181068,1.2626346056,-62.8340574351,7.8162577552,7.8162577552,,-0.0497668306,42.8873477615,,,,92.2291049397,66.442725862,,-17.7958823019,161.7224685435,17.7820221598,17.7509060299,0.0,,-14.1398385924,-10.7527230813,-1504.6344857639,,,,-25.5681082196,,,,,1.9402181068,12.505747336,,,,,-145.2652100128,,,,
600461.SH,600461,洪城环境,10007223,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-26 00:00:00,2025-04-30 00:00:00,CNY,1701470471.5,,,,,,,,,,,,8186004.63,246332803.55,,0.0,1955989279.68,1113074940.0,,,,,,261985571.35,94925262.49,248182162.91,,0.0,1718167936.75,,0.0,237821342.93,,,,,,10000000.0,,0.0,10000000.0,738200689.71,,,,,,,0.0,738200689.71,,0.0,-728200689.71,1260000.0,1260000.0,1660530000.0,,,,0.0,1661790000.0,1307640906.94,60443614.99,1588276.35,,2088098.25,,,0.0,1370172620.18,,0.0,291617379.82,,,0.0,-198761966.96,2609848930.81,,0.0,2411086963.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1517407361,,,,,,,,,,,,1767.3476383426,15.1885947629,,,-14.701125677,-19.0874217827,,,,,,4.3437477612,6.4983084962,2.9233015571,,,-12.2038479965,,,-29.241754622,,,,,,,,,,-25.4088216179,,,,,,,,-25.4088216179,,,26.4192674143,,,26.7263446994,,,,,26.8225038741,197.5772562564,-48.3437210574,-97.2468747104,,200.0,,,,145.9313359459,,,-61.2824201651,,,,-299.4940755852,12.505747336,,,-0.3427844776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600461.SH,600461,洪城环境,10007223,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-11 00:00:00,2025-04-15 00:00:00,CNY,7217275633.88,,,,,,,,,,,,1530301.22,688339258.62,,0.0,7907145193.72,3982667425.0,,,,,,1064685758.34,431836536.18,699126933.75,,0.0,6178316653.27,,0.0,1728828540.45,1346048.0,3020000.0,29733316.75,1369421.68,,16492802.97,,0.0,51961589.4,1871772511.25,,,,,,,0.0,1871772511.25,,0.0,-1819810921.85,70046938.78,,3206325076.51,,115300.0,,0.0,3276487315.29,2072105676.28,783478465.89,,,39819067.26,,,0.0,2895403209.43,,0.0,381084105.86,,,0.0,290101724.46,2319747206.35,,0.0,2609848930.81,1239572182.3,6076838.89,370959697.32,370959697.32,,645998356.81,4037620.36,,,,-5312402.89,1607666.61,,307419242.96,-5873583.87,-44206991.02,-41820570.8,-2386420.22,,30497744.27,-1170780626.35,315100284.95,,,0.0,1728828540.45,,,,,2609848930.81,2319747206.35,,,,,290101724.46,14.7956959962,,,,,,,,,,,,-93.5616927691,8.199300984,,,13.8208892934,58.8052148739,,,,,,0.4165934749,-3.4743402143,-5.2161475741,,,29.9837693961,,,-21.1970362798,,-56.4519023013,91.5918450639,,,-64.0783604003,,,-23.9963555893,15.2976327693,,,,,,,,-6.7409288755,,,6.1324254294,-80.7354192879,,81.5145558091,,-98.0120689655,,,53.4055645204,-23.9034655255,3.5114593562,,,-55.83325301,,,,-18.897462475,,,126.5708424729,,,,124.60455334,-33.6988574821,,,12.505747336,11.8391273947,1945.0150770298,6.7935855882,6.7935855882,,6.041213481,104.5681464125,,,,55.6244613881,-83.4330692143,,-9.6853929044,-17.26757155,-486.3966981285,-466.5904160243,-7365.0728129847,,-44.8103753658,-749.9494452986,309.7762112172,,,,-21.1970362798,,,,,12.505747336,-33.6988574821,,,,,124.60455334,标准无保留意见,,,
600461.SH,600461,洪城环境,10007223,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-26 00:00:00,2024-10-28 00:00:00,CNY,5778778533.8,,,,,,,,,,,,4034186.51,504089205.55,,0.0,6286901925.86,3310759107.04,,,,,,760448069.23,348655305.49,452333499.36,,0.0,4872195981.12,,0.0,1414705944.74,,,1018733.9,,,15850235.96,,0.0,16868969.86,2079028172.43,,,,,,,0.0,2079028172.43,,0.0,-2062159202.57,,,2884165076.51,,,,0.0,2884165076.51,1578012724.92,606023748.8,66689940.81,,4872229.25,,,0.0,2188908702.97,,0.0,695256373.54,,,0.0,47803115.71,2319747206.35,,0.0,2367550322.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1134228798,,,,,,,,,,,,-83.2080149386,-5.4163542725,,,11.8457651727,23.8802715638,,,,,,-2.150592021,0.7473660797,-20.5953632649,,,11.6085046357,,,12.6706581791,,,119.3133805773,,,-68.8681696406,,,-70.643592978,119.3205277247,,,,,,,,118.1697710884,,,-130.2858900915,,,97.9253220869,,,,,96.671908644,-24.1590035921,-9.3288126605,2.3343233455,,-81.2104231222,,,,-21.1201613649,,,153.133609252,,,,105.0405446841,-33.6988574821,,,-7.1706246728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600461.SH,600461,洪城环境,10007223,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-17 00:00:00,2024-08-23 00:00:00,CNY,3864124357.27,,,,,,,,,,,,2528749.02,282434411.92,,0.0,4149087518.21,2317609744.59,,,,,,534005622.5,240547677.98,238691890.88,,0.0,3330854935.95,,0.0,818232582.26,,,518270.9,,,15850235.96,,0.0,16368506.86,1481770397.42,,,,,,,0.0,1481770397.42,,0.0,-1465401890.56,,,2628365076.51,,,,0.0,2628365076.51,1370374848.42,442235177.9,65000000.0,,2088098.25,,,0.0,1814698124.57,,0.0,813666951.94,,,0.0,166497643.64,2319747206.35,,0.0,2486244849.99,671040432.62,-741675.23,175918174.92,175918174.92,,319444915.51,2379774.37,,,,-4938745.37,36015.47,,159680811.65,-2885817.81,1196064.7,1198161.32,-2096.62,,-79041566.33,-433642318.3,11669333.72,,,0.0,818232582.26,,,,,2486244849.99,2319747206.35,,,,,166497643.64,14.5139851368,,,,,,,,,,,,-89.3233888305,-21.9332395203,,,10.3527788294,24.65625896,,,,,,-0.2997336543,8.9601226422,-34.2325457605,,,11.829519707,,,4.7232764366,,,104.6379089577,,,-65.4407902494,,,-68.6439826158,95.8925294862,,,,,,,,94.6061664214,,,-106.6222251227,,,88.6983548777,,,,,87.4485698249,-16.9094947182,200.9562637582,2066.6666666667,,-91.4460140147,,,,-0.3247087201,,,294.456899985,,,,148.0762232813,-33.6988574821,,,-21.1337870009,4.1474076327,96.6203291468,6.5210969986,6.5210969986,,6.7228705684,1468.1448030411,,,,,-90.8105529962,,-6.8662973357,50.5817988878,121.0969084975,121.1417084512,0.0,,83.0430824607,-5.2944487628,-97.0958393061,,,,4.7232764366,,,,,-21.1337870009,-33.6988574821,,,,,148.0762232813,,,,
600461.SH,600461,洪城环境,10007223,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-26 00:00:00,2024-04-26 00:00:00,CNY,2078810822.37,,,,,,,,,,,,438376.04,213851730.77,,0.0,2293100929.18,1375651307.28,,,,,,251079319.05,89133117.54,241133114.81,,0.0,1956996858.68,,0.0,336104070.5,,,,,,,,,,989662190.25,,,,,,,0.0,989662190.25,,0.0,-989662190.25,,,1310327386.1,,,,0.0,1310327386.1,439429048.91,117011167.33,57689940.81,,696032.75,,,0.0,557136248.99,,0.0,753191137.11,,,0.0,99633017.36,2319747206.35,,0.0,2419380223.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4282817367,,,,,,,,,,,,-90.9584257574,14.4141020397,,,7.8179226272,11.3899640929,,,,,,-0.3671216687,-21.7129068015,26.8413497633,,,9.2713496049,,,0.067981457,,,,,,,,,,115.2097482843,,,,,,,,112.8949649037,,,-114.3779981773,,,218.2326613393,,,,,211.2133592526,8.4897760617,75.2117447813,,,247.0042849523,,,,18.031038938,,,1577.2243015637,,,,156.3679512686,-33.332765502,,,-26.7484096619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600461.SH,600461,洪城环境,10007223,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-11 00:00:00,2024-04-11 00:00:00,CNY,6287061175.29,,,,,,,,,,,,23768688.96,636177177.08,,0.0,6947007041.33,2507894610.49,,,,,,1060268747.92,447380040.85,737601306.4,,0.0,4753144705.66,,0.0,2193862335.67,,6934860.9,15519093.07,,,45913280.0,,0.0,68367233.97,1623426662.19,383640842.0,,,,,,0.0,2007067504.19,,0.0,-1938700270.22,363604792.79,,1766428627.29,,5800000.0,,0.0,2135833420.08,2722996113.54,756900222.22,2168692.8,,90156214.74,,,0.0,3570052550.5,,0.0,-1434219130.42,,,0.0,-1179057064.97,3498804271.32,,0.0,2319747206.35,1108352873.61,-329365.27,347361403.1,347361403.1,,609195552.94,1973728.77,,,,-11971466.84,9704070.3,,340387067.88,-5008702.57,11440830.43,11407982.58,32847.85,,55259923.35,-137747089.88,-150207825.34,,,0.0,2193862335.67,,,,,2319747206.35,3498804271.32,,,,,-1179057064.97,-6.750997801,,,,,,,,,,,,71.4677557909,-11.0942414921,,,-7.0218355727,-27.8073699759,,,,,,5.1690421264,-2.4773507178,11.9557854045,,,-15.116762021,,,17.1917898939,,-32.9585759534,-22.22987021,,,-84.3563530177,,,-78.8855745482,-29.6677077235,,,,,,,,-13.0470987012,,,2.3044153439,51.518386866,,-45.0897348701,,-94.8231480258,,,-40.1551021117,-19.5865890279,1.6372092933,-95.2996159953,,-65.5467330051,,,,-18.7263247106,,,-74.122780837,,,,-25.9561845383,-20.7640220305,,,-33.332765502,-9.7933397801,-102.7449398842,4.4922694192,4.4922694192,,32.1773784614,182.2896565454,,,,-49.0862566254,78.3338766284,,9.3514182998,45.498178574,89.0101772924,89.5184882395,-2.1429854569,,147.7483335668,62.3750455293,-313.0948235291,,,,17.1917898939,,,,,-33.332765502,-20.7640220305,,,,,-25.9561845383,标准无保留意见,,,
