SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
600187.SH,600187,国中水务,10002399,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-30 00:00:00,2025-04-30 00:00:00,CNY,27423188.4,,,,,,,,,,,,2202832.39,3535101.72,,0.0,33161122.51,35185225.19,,,,,,18967775.79,4502919.93,21751103.45,,0.0,80407024.36,,0.0,-47245901.85,234677539.29,506341.92,,9910000.0,,,,0.0,245093881.21,5745198.73,86455463.89,,,,,,0.0,92200662.62,,0.0,152893218.59,,,,,,,,,8150000.0,585500.01,,,382373.96,,,0.0,9117873.97,,0.0,-9117873.97,-55760.69,,0.0,96473682.08,170583316.66,,0.0,267056998.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2157221696,,,,,,,,,,,,1050.7997151567,-51.1237112478,,,4.0770424942,46.7147341201,,,,,,17.786764203,82.4893152389,32.6729021211,,,36.4042733221,,,-74.4324969287,21.2480492489,23.4139121518,,98.2,,,,,23.1863520226,-83.2908019846,-54.4971242684,,,,,,,-58.9093301413,,,701.4310517541,,,,,,,,,63.0,-63.5052828081,,,55.8901460607,,,,33.1149159112,,,-64.2970872528,-240.4064383714,,,266.2852651885,-54.6514410847,,,-16.057669043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,600187,国中水务,10002399,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-30 00:00:00,2025-04-30 00:00:00,CNY,145667084.7,,,,,,,,,,,,188635.95,76249047.86,,0.0,222104768.51,92170446.71,,,,,,64049446.76,14055361.81,56181257.83,,0.0,226456513.11,,0.0,-4351744.6,454215698.98,2239444.44,330.0,5000000.0,,,,0.0,461455473.42,55642299.77,568308602.79,,,,,,0.0,623950902.56,,0.0,-162495429.14,5550000.0,,,,,,0.0,5550000.0,38150000.0,5602393.53,,,868521.48,,,0.0,44620915.01,,0.0,-39070915.01,341014.12,,0.0,-205577074.63,376160391.29,,0.0,170583316.66,40909582.76,3661779.91,8349977.52,8349977.52,,46522821.96,578284.67,,,,190308.66,4330.33,-12907829.1,5804576.86,-89434293.13,7082643.07,7329074.2,-246431.13,,-17889395.78,-199618202.89,185209836.28,1047600.39,,0.0,-4351744.6,,,,,170583316.66,376160391.29,,,,,-205577074.63,-2.3583563378,,,,,,,,,,,,-97.686038745,-37.2258843834,,,-20.3363727597,-17.7039937046,,,,,,2.9265793256,-25.2268707036,69.2326047519,,,0.1036769536,,,-108.2762272721,17.3797252677,151.0649605754,-97.1428571429,-95.1753960838,,,,,-6.596068746,133.8270524338,64.7271312435,,,,,,,-9.1678432247,,,15.7550353653,,,,,,,,,11.3868613139,-27.9508023219,,,-36.9733400121,,,,2.8041401747,,,9.9827553393,391.2606794719,,,-11.8335971633,-32.8266381531,,,-54.6514410847,46.9291810136,-69.7708957066,-3.4961051305,-3.4961051305,,-29.5866909696,-40.6971040756,,,,-81.8932891163,-89.6041973756,-178.8656212084,-27.3406172608,-5.1868000348,337.4396877352,401.8410649763,-255.3048660939,,-805.0647234821,-200.5858208789,197.1316671385,106.1852532721,,,-108.2762272721,,,,,-54.6514410847,-32.8266381531,,,,,-11.8335971633,标准无保留意见,,,
600187.SH,600187,国中水务,10002399,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-30 00:00:00,2024-10-30 00:00:00,CNY,89238257.09,,,,,,,,,,,,196042.86,39050941.02,,0.0,128485240.97,69978459.74,,,,,,51375048.02,10514840.61,38384173.24,,0.0,170252521.61,,0.0,-41767280.64,374572709.0,759800.0,,5000000.0,,,,0.0,380332509.0,51922799.76,420100000.0,,,,,,0.0,472022799.76,,0.0,-91690290.76,5050000.0,,,,,,0.0,5050000.0,25650000.0,4141419.32,,,696479.48,,,0.0,30487898.8,,0.0,-25437898.8,-76994.28,,0.0,-158972464.48,376160391.29,,0.0,217187926.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.7096989378,,,,,,,,,,,,-98.3063169573,-1.9978386002,,,-44.7299819984,-10.6192690208,,,,,,13.2497380782,-39.9778080293,7.828749921,,,-3.6883680879,,,-174.9919284884,99.6056797186,71.6185554217,,102.4524354314,,,,,2975.3922893792,163.7321713815,180.0666666667,,,,,,,153.7845078606,,,53.9755192643,,,,,,,,,15.2808988764,-29.6341524809,,,6.2031933565,,,,5.8925565361,,,11.6474324941,-201.4968335908,,,7.7031964464,-32.8266381531,,,-43.9867698289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,600187,国中水务,10002399,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-31 00:00:00,2024-08-31 00:00:00,CNY,58784092.85,,,,,,,,,,,,191594.22,36531067.8,,0.0,95506754.87,46723268.48,,,,,,31434478.68,7710625.91,31596152.55,,0.0,117464525.62,,0.0,-21957770.75,194572709.0,410279.45,,5000000.0,,,,0.0,199982988.45,44100716.65,330000000.0,,,,,,0.0,374100716.65,,0.0,-174117728.2,2550000.0,,,,,,0.0,2550000.0,17500000.0,2871710.14,,,436485.24,,,0.0,20808195.38,,0.0,-18258195.38,109800.84,,0.0,-214223893.49,376160391.29,,0.0,161936497.8,3450737.09,1763852.59,4279486.84,4279486.84,,23224774.13,271577.94,,,,11024.75,73202.88,7322773.96,4710885.9,-39151124.25,-1666638.69,-1738834.81,72196.12,,-2755462.31,-37081316.39,13394822.35,,,0.0,-21957770.75,,,,,161936497.8,376160391.29,,,,,-214223893.49,-61.863301357,,,,,,,,,,,,-98.3439436475,15.1583366313,,,-51.6255579276,-24.515770684,,,,,,11.3608032521,-37.5649998225,36.8313991384,,,-6.4525596405,,,-130.5539960277,20.8381527359,-7.3288147826,,-94.8953700628,,,,,-23.6604279612,174.8225747338,200.0,,,,,,,186.1730126399,,,-232.6715661706,,,,,,,,,1.4492753623,-30.5006531868,,,-6.1685283116,,,,-4.7556741255,,,16.4276632886,-26.9665939908,,,-218.0893545257,-32.8266381531,,,-78.157799106,-92.5847842874,,-19.6811857091,-19.6811857091,,-8.0297971212,-26.4106644486,,,,338.967161591,,-25.8058583336,228.5740898499,-11.2980624969,-130.5137748241,-132.1293992932,44.5421880659,,-1616.1527968006,-7319.3483914481,-55.7752476439,,,,-130.5539960277,,,,,-78.157799106,-32.8266381531,,,,,-218.0893545257,,,,
600187.SH,600187,国中水务,10002399,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-30 00:00:00,2025-04-30 00:00:00,CNY,24437919.99,,,,,,,,,,,,191417.53,7232753.98,,0.0,31862091.5,23982066.56,,,,,,16103486.6,2467497.85,16394533.55,,0.0,58947584.56,,0.0,-27085493.06,193551600.0,410279.45,,5000000.0,,,,0.0,198961879.45,34383449.91,190000000.0,,,,,,0.0,224383449.91,,0.0,-25421570.46,1300000.0,,,,,,0.0,1300000.0,5000000.0,1604341.82,,,245284.24,,,0.0,6849626.06,,0.0,-5549626.06,39713.77,,0.0,-58016975.81,376160391.29,,0.0,318143415.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.8142535176,,,,,,,,,,,,1926.8842526363,-36.0359522332,,,-63.4796441277,-42.0114773771,,,,,,1.3721456999,-59.9409354351,113.4560392369,,,-17.0713109112,,,-267.5824521173,47.0094760059,-7.3288147826,,,,,,,47.7691228049,141.3164392232,280.0,,,,,,,249.244272975,,,-136.1125137899,,,,,,,,,-4.7619047619,-22.0642573091,,,-17.4624586529,,,,-9.9411620197,,,27.0335533924,208.2360908977,,,-173.5178151433,-32.8266381531,,,-50.2045052219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,600187,国中水务,10002399,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-30 00:00:00,2025-04-30 00:00:00,CNY,149185408.23,,,,,,,,,,,,8152079.02,121465746.05,,0.0,278803233.3,111998687.25,,,,,,62228286.59,18797343.3,33197655.92,,0.0,226221973.06,,0.0,52581260.24,386962653.0,891978.09,11550.0,103635450.43,,2541250.0,,0.0,494042881.52,23796348.28,345000000.0,,,,318130974.28,,0.0,686927322.56,,0.0,-192884441.04,,,,,,,,,34250000.0,7775788.92,,,1378022.38,,,0.0,43403811.3,,0.0,-43403811.3,-117082.1,,0.0,-183824074.2,559984465.49,,0.0,376160391.29,27843061.86,12113425.11,8652477.22,8652477.22,,66071063.27,975137.32,,,,1051039.37,41654.6,16366864.17,7988750.58,-85024255.04,1619113.05,1460437.32,158675.73,,2537270.01,198455608.5,-190679148.97,-16937065.37,,0.0,52581260.24,,,,,376160391.29,559984465.49,,,,,-183824074.2,-36.2193930931,,,,,,,,,,,,-65.9489799281,-45.6355368553,,,-42.0696751444,-50.0055916589,,,,,,-23.3196401109,-48.3633757548,-54.019751916,,,-45.3277213265,,,-22.0962702119,-80.5297040405,-90.5820895318,904.347826087,269.2681633757,,-93.5730757731,,,-74.9881926579,-17.681815309,-79.6939376104,,,,148.5310047277,,,-62.9870808242,,,-261.6444993068,,,,,,,,,-2.8368794326,-20.4556493651,,,-25.5469091779,,,,-7.4077171787,,,7.4077171787,-172.7427204221,,,-231.203399056,33.3682852046,,,-32.8266381531,123.2961031733,0.3236138366,-33.9323989854,-33.9323989854,,-10.4950422867,-10.9110142625,,,,551.6580170163,-3.2981553926,-65.0614688231,-21.3379012629,-1543.3864122964,280.5044411304,-76.0185211499,102.271062951,,131.5400094516,-82.9177381818,83.6432481395,-121.400170344,,,-22.0962702119,,,,,-32.8266381531,33.3682852046,,,,,-231.203399056,标准无保留意见,,,
600187.SH,600187,国中水务,10002399,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-28 00:00:00,2024-10-30 00:00:00,CNY,181046281.25,,,,,,,,,,,,11574943.78,39847020.17,,0.0,232468245.2,78292556.99,,,,,,45364385.73,17518254.94,35597346.04,,0.0,176772543.7,,0.0,55695701.5,187656338.0,442726.02,11500.0,-203878966.03,,2541250.0,,0.0,-13227152.01,19687700.4,150000000.0,,,,16305843.39,,0.0,185993543.79,,0.0,-199220695.8,,,,,,,,,22250000.0,5885553.1,,,655799.0,,,0.0,28791352.1,,0.0,-28791352.1,75858.8,,0.0,-172240487.6,559984465.49,,0.0,387743977.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6202127371,,,,,,,,,,,,-38.0112363751,-83.0437610009,,,-44.8995293986,-57.0660788949,,,,,,-34.4972221875,-45.289040251,-90.0865393779,,,-72.4958466268,,,125.222978389,-86.9120618528,-94.8637584513,900.0,-222.5768819979,,-46.3102593261,,,-100.8197837905,-18.1235869653,-52.2292993631,,,,,,,-44.9797522675,,,-115.619675107,,,,,,,,,-6.3157886848,-21.336408359,,,-51.9985691189,,,,-11.6779155593,,,11.6779155593,-58.6746073399,,,-116.8496626553,33.3682852046,,,-73.1124988927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,600187,国中水务,10002399,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-31 00:00:00,2024-08-31 00:00:00,CNY,154140486.57,,,,,,,,,,,,11569305.58,31722469.14,,0.0,197432261.29,61898053.28,,,,,,28227596.93,12349845.26,23091302.69,,0.0,125566798.16,,0.0,71865463.13,161019268.0,442726.02,11500.0,97950293.39,,2541250.0,,0.0,261965037.41,16046977.47,110000000.0,,,,4678388.0,,0.0,130725365.47,,0.0,131239671.94,,,,,,,,,17250000.0,4131995.87,,,465180.0,,,0.0,21847175.87,,0.0,-21847175.87,150343.31,,0.0,181408302.51,559984465.49,,0.0,741392768.0,46535896.24,,5328125.02,5328125.02,,25252498.53,369045.24,,,,-4613.5,,9869746.85,1433736.27,-35176824.62,5461922.36,5411974.23,49948.13,,-160560.43,-499792.09,30288066.38,-2229660.91,,0.0,71865463.13,,,,,741392768.0,559984465.49,,,,,181408302.51,31.1343463479,,,,,,,,,,,,-37.7022620957,-84.6751364378,,,-42.4588570383,-31.2065021224,,,,,,-42.3661662293,-51.8273615392,-93.1040396767,,,-74.8586491042,,,145.9708369195,-86.9488779812,-90.3039312237,900.0,599.55306699,,,,,-79.081739632,-13.7617582255,-48.5981308411,,,,,,,-43.8000763825,,,-87.129824219,,,,,,,,,-6.7567567568,-19.421234246,,,-52.9450174799,,,,-11.2498150421,,,11.2498150421,89.1154111956,,,-78.3742693134,33.3682852046,,,-41.1000424657,203.4420646487,,-24.0146541261,-24.0146541261,,-31.5667557063,-30.7128386269,,,,,,-69.6228317292,-71.7577503715,-1757.6585705806,146.2322976168,179.928845709,100.9904263824,,88.074166158,99.754424697,379.2222209389,,,,145.9708369195,,,,,-41.1000424657,33.3682852046,,,,,-78.3742693134,,,,
600187.SH,600187,国中水务,10002399,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2024-04-30 00:00:00,CNY,75927771.33,,,,,,,,,,,,9443.93,11307530.14,,0.0,87244745.4,41356574.5,,,,,,15885514.2,6159649.2,7680519.89,,0.0,71082257.79,,0.0,16162487.61,131659268.0,442726.02,500.0,,,2541250.0,,0.0,134643744.02,14248283.3,50000000.0,,,,,,0.0,64248283.3,,0.0,70395460.72,,,,,,,,,5250000.0,2058544.34,,,297179.0,,,0.0,7605723.34,,0.0,-7605723.34,-36691.8,,0.0,78915533.19,559984465.49,,0.0,638899998.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7693393235,,,,,,,,,,,,-96.7566446863,-67.4876305831,,,-1.981073842,-35.4496913876,,,,,,-37.7179469264,-58.3770599562,-58.7894690799,,,-42.2144682751,,,147.5333513556,-64.5846890426,-99.1475168876,42.8571428571,,,,,,-68.2213226608,3.6039943394,-54.128440367,,,,,,,-47.6603649102,,,-76.6080986943,,,,,,,,,5.0,-19.2869144452,,,-88.4945596754,,,,-24.9439404294,,,24.9439404294,-163.4239848372,,,-69.2684222489,32.4221385897,,,-5.9982235488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,600187,国中水务,10002399,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-29 00:00:00,2024-08-31 00:00:00,CNY,233904027.36,,,,,,,,,,,,23940777.7,223428576.36,,0.0,481273381.42,224022427.64,,,,,,81152835.85,36403121.96,72199819.06,,0.0,413778204.51,,0.0,67495176.91,1987451314.58,9471082.71,1150.0,-61225601.06,,39540687.12,,0.0,1975238633.35,28907766.09,1699000000.0,,,,128004541.98,,0.0,1855912308.07,,0.0,119326325.28,,,,,,,,,35250000.0,9775413.16,,,1850859.87,,,0.0,46876273.03,,0.0,-46876273.03,160953.7,,0.0,140106182.86,419878282.63,,0.0,559984465.49,-119518108.47,12074350.84,13096399.88,13096399.88,,73818328.01,1094565.52,,,,-232706.9,43075.29,46844740.23,10155781.13,-5173722.65,-896993.47,6089855.13,-6986848.6,,-8044607.64,1161764235.98,-1165751920.65,79144535.29,,0.0,67495176.91,,,,,559984465.49,419878282.63,,,,,140106182.86,-24.8713781146,,,,,,,,,,,,162.7976085277,-43.5448139154,,,-32.8028297151,6.5027452658,,,,,,-15.2577606685,-26.8706996587,-27.2661858819,,,-9.0904138752,,,-74.1454491678,100.4705698247,-85.3467975784,-99.7411950039,-265.1020539116,,-63.9141702229,,,64.1750239929,-66.137814683,23.6534608582,,,,-14.66363868,,,15.3191781325,,,129.3733390986,,,,,,,,,-4.7297297297,-21.1735445999,,,-23.1823939443,,,,-9.5237869976,,,-178.8494166515,534.3965616123,,,186.4689311691,-27.8446764822,,,33.3682852046,-27.7706934704,363.0935248995,2.8634485109,2.8634485109,,4.2141238194,32.4765279744,,,,-1805.217619834,-45.4030847588,291.5496822545,-22.7645332618,61.0054048735,97.7390001676,117.4675575926,-45.2983893207,,-117.0092972539,482.7665296368,-12184.0522302562,,,,-74.1454491678,,,,,33.3682852046,-27.8446764822,,,,,186.4689311691,标准无保留意见,,,
