SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
603759.SH,603759,海天股份,10533413,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-27 00:00:00,2023-10-26 00:00:00,CNY,711994791.94,,,,,,,,,,,,1721121.61,102601349.99,,0,816317263.54,275974291.96,,,,,,123209384.71,74925296.97,126520845.49,,0,600629819.13,,0,215687444.41,399972832.0,23575148.08,514895.0,,,76466671.46,,0,500529546.54,228599239.51,468187557.54,,387000.0,,4916102.58,,0,702089899.63,,0,-201560353.09,750000.0,750000.0,931842671.0,,88393510.29,,0,1020986181.29,605944018.0,150098589.84,1164706.08,,98395680.27,,,0,854438288.11,,0,166547893.18,,,0,180674984.5,208922034.62,,0,389597019.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9224458699,,,,,,,,,,,,-69.6919052415,24.7297875062,,,10.96358313,4.6360214948,,,,,,30.323089968,0.6470826021,4.0894199157,,,8.3617470897,,,18.9145697079,39897.2832,56333.6279593058,-85.9205709047,,,237.7496462532,,,1730.8332708281,-40.7115392874,268.0141153435,,-75.2887518919,,-94.2185703034,,,17.1340792941,,,64.7653211225,-99.9095194641,-57.4459103477,143.5047256179,,695.5399201464,,,-16.4972855327,51.5039061296,13.2268326721,,,79.740590477,,,,45.4956414417,,,-73.7900554095,,,,-26.1848788413,24.228617684,,,-5.6534114546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-18 00:00:00,2023-08-29 00:00:00,CNY,487580272.82,,,,,,,,,,,,1085747.87,66413027.33,,0,555079048.02,179063494.37,,,,,,83996506.4,54580600.21,77465479.19,,0,395106080.17,,0,159972967.85,150000000.0,4243205.57,9494.0,0.0,,77391119.48,,0,231643819.05,157683015.83,218174725.54,,367800.0,,1794340.41,,0,378019881.78,,0,-146376062.73,0.0,0.0,901169851.0,,30788302.44,,0,931958153.44,486443018.0,120766040.04,,,135879589.61,,,0,743088647.65,,0,188869505.79,,,0,202466410.91,208922034.62,,0,411388445.53,100661324.01,56319.43,33454738.95,33454738.95,,62093202.31,1461116.21,,,,-2873.9,239005.73,,56231088.14,-5933964.95,-3825491.99,-3325919.49,-499572.5,,-12632999.99,-107753326.81,24541304.7,,,0.0,159972967.85,,,,,411388445.53,208922034.62,,,,,202466410.91,23.368283997,,,,,,,,,,,,-76.0815513569,26.2722934459,,,22.7079585749,10.3963716196,,,,,,32.3511738556,5.3509743029,0.4057820043,,,11.414815989,,,63.6859136525,,,-99.7403454822,,,243.9598450899,,,785.6090602892,-28.8262793693,701.5236059515,,,,-97.3893825734,,,19.061718981,,,49.7581076734,-100.0,-100.0,196.5925277754,,331.0990814223,,,-18.2414261447,31.4438251396,14.3162826012,,,304.5046959343,,,,45.9009481183,,,-70.0482908404,,,,-53.6657341467,24.228617684,,,-32.0181489433,27.1025023847,169.6572893467,-5.9267704956,-5.9267704956,,29.6685725729,152.6910118176,,,,99.9140612404,29.4959369592,,31.4233982462,-286.0253515158,57.1690167343,42.4491796089,84.1531308763,,61.9716716901,-10.2641493737,-18.1657843755,,,,63.6859136525,,,,,-32.0181489433,24.228617684,,,,,-53.6657341467,,,,
603759.SH,603759,海天股份,10533413,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-26 00:00:00,2023-04-26 00:00:00,CNY,208176309.87,,,,,,,,,,,,522511.13,34993783.85,,0,243692604.85,96247141.76,,,,,,49803414.94,28603043.78,35716627.05,,0,210370227.53,,0,33322377.32,100000000.0,873212.43,5300.0,,,21895500.0,,0,122774012.43,95826651.61,100000000.0,,,,4041659.93,,0,199868311.54,,0,-77094299.11,,,324967584.0,,79104791.88,,0,404072375.88,198251000.0,27499022.16,,,58430431.11,,,0,284180453.27,,0,119891922.61,,,0,76120000.82,208922034.62,,0,285042035.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0808589554,,,,,,,,,,,,-2.2382785023,45.8306381302,,,24.0403922113,16.6873116979,,,,,,32.3343797866,42.1161081251,28.4480606425,,,25.1829002745,,,17.2827277827,,,-79.3323974419,,,4.2084597537,,,483.6128300594,-31.9797864238,,,,,-64.0542535294,,,31.3856054043,,,41.1882474111,,,33.2702528253,,413.368835754,,,-62.8061305964,391.925758666,15.5322638972,,,97.8058886455,,,,203.4744282071,,,-87.923285336,,,,-91.4479428429,24.228617684,,,-73.0648675752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-12 00:00:00,2023-04-26 00:00:00,CNY,985233469.11,,,,,,,,,,,,2979721.2,123631141.96,,0,1111844332.27,356047401.77,,,,,,124695179.13,97686241.76,168926065.28,,0,747354887.94,,0,364489444.33,101000000.0,746394.86,3705463.5,,,46682763.17,,0,152134621.53,564351876.4,427197245.0,,2204614.51,,56636232.03,,0,1050389967.94,,0,-898255346.41,833252608.54,6107514.2,582958979.86,,18368422.62,,0,1434580011.02,492796734.7,159837925.81,1423097.55,,207432862.04,,,0,860067522.55,,0,574512488.47,,,0,40746586.39,168175448.23,,0,208922034.62,218291601.63,267825.06,59220795.37,59220795.37,,105229879.15,1252871.55,,,,-3416067.22,281452.25,,89567464.69,-11355828.01,-13571192.51,-12575325.54,-995866.97,,-11207504.15,-172662960.4,81109481.24,1650745.45,1650745.45,0.0,364489444.33,,,,,208922034.62,168175448.23,,,,,40746586.39,28.3330579472,,,,,,,,,,,,-62.9948016803,34.3782857085,,,28.1265374547,50.4530456197,,,,,,36.4294396538,11.1643647911,23.9758878339,,,35.3457781774,,,15.4951126647,,,,,,-68.9745593561,,,1.1089179314,52.5874058435,4738.0208946772,,,,-86.4067654639,,,32.0688775261,,,-39.2927081105,56583.8509210884,315.4771564626,-51.9627229105,,-41.6770906255,,,15.0868235285,-25.7562228696,61.9398611602,29.1290317561,,144.8656609137,,,,1.5224379589,,,43.8619387506,,,,-41.8484287482,71.4224887157,,,24.228617684,21.1386619252,-44.9187419746,25.4000193551,25.4000193551,,81.7999231893,103.8313401747,,,,,-89.9610447421,,7.61485919,-167.4573590768,-274.3670913557,-208.8077254164,-322.7314251005,,46.8610774193,-58.6913968636,20.4119689549,,,,15.4951126647,,,,,24.228617684,71.4224887157,,,,,-41.8484287482,标准无保留意见,,,
603759.SH,603759,海天股份,10533413,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-26 00:00:00,2022-10-27 00:00:00,CNY,647724662.88,,,,,,,,,,,,5678752.24,82258899.05,,0,735662314.17,263746927.7,,,,,,94541485.12,74443585.48,121550149.47,,0,554282147.77,,0,181380166.4,1000000.0,41775.0,3657073.0,,,22640044.87,,0,27338892.87,385571217.0,127220000.0,,1566088.44,,85032644.83,,0,599389950.27,,0,-572051057.4,828907557.14,1762462.8,382679501.86,,11111134.47,,0,1222698193.47,399952736.19,132564504.63,,,54743160.69,,,0,587260401.51,,0,635437791.96,,,0,244766900.96,168175448.23,,0,412942349.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0917442994,,,,,,,,,,,,-22.8653792839,-16.3231283388,,,24.1953537487,57.5969073772,,,,,,32.4912491672,21.5256161825,26.6960904986,,,40.0027452263,,,-7.6639371351,,,18185.365,,,-4.7842470007,,,14.8807607975,39.6172096104,2727.1111111111,,,,-68.9383635802,,,8.111626991,,,-7.8080400563,56288.2691931973,19.8954285714,-63.6773258905,,-25.0146623546,,,14.287611091,-21.5010890675,99.5349312634,,,-23.3687453614,,,,-9.2858808643,,,50.4107614622,,,,177.2523443907,71.4224887157,,,121.5487846521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-16 00:00:00,2022-08-18 00:00:00,CNY,395223356.46,,,,,,,,,,,,4539374.13,52595090.75,,0,452357821.34,162200525.02,,,,,,63464874.51,51808348.78,77152408.6,,0,354626156.91,,0,97731664.43,0.0,0.0,3656397.0,0.0,,22500044.87,,0,26156441.87,221546681.04,27220000.0,,0.0,,68732415.24,,0,317499096.28,,0,-291342654.41,828907557.14,1762462.8,303841050.13,,7141815.83,,0,1139890423.1,370076736.19,105642028.67,0.0,,33591597.57,,,0,509310362.43,,0,630580060.67,,,0,436969070.69,168175448.23,,0,605144518.92,79196964.75,-80852.17,35562443.35,35562443.35,,47886084.56,578222.47,,,,-3344125.53,184566.2,0.0,42786207.7,-1537195.66,-8931599.74,-5779100.05,-3152499.69,,-33219971.93,-97722902.16,29989051.05,0.0,,0.0,97731664.43,,,,,605144518.92,168175448.23,,,,,436969070.69,32.1602209867,,,,,,,,,,,,18.6563894846,23.8726531679,,,30.9916608198,44.8658531961,,,,,,24.7931236697,19.1135307371,38.9522177145,,,35.4354634928,,,17.0553132359,,,18181.985,,,15.358527297,,,33.9676329136,41.5662962863,504.8888888889,,,,-35.3450833195,,,18.778580506,,,-17.5817154662,10264.401962829,-77.9627140006,-58.1829731529,,,,,55.1728190363,-19.4741367154,156.5385438994,,,-36.6208272572,,,,-8.0261786543,,,248.698212542,,,,2540.0845782139,71.4224887157,,,427.7860963051,41.3143418952,,73.8805523725,73.8805523725,,68.566929746,238.9872811427,,,,-55330.0980432783,-93.2787592942,,-0.6574718778,-58.6566876434,-312.3629067929,-130.2645169542,-1016.9317595903,,-965.0576228241,-32.9320104895,281.3111438861,,,,17.0553132359,,,,,427.7860963051,71.4224887157,,,,,2540.0845782139,,,,
603759.SH,603759,海天股份,10533413,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2022-04-26 00:00:00,CNY,171931642.76,,,,,,,,,,,,534474.15,23996180.98,,0,196462297.89,82482954.11,,,,,,37634524.77,20126531.86,27806279.73,,0,168050290.47,,0,28412007.42,,,25644.0,,,21011250.0,,0,21036894.0,140879668.81,,,,,11243777.99,,0,152123446.8,,0,-131086552.8,827145094.34,,243841050.13,,15408958.7,,0,1086395103.17,40301000.0,23802028.31,,,29539277.88,,,0,93642306.19,,0,992752796.98,0.0,,0,890078251.6,168175448.23,,0,1058253699.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7534019972,,,,,,,,,,,,-56.3951338238,22.0982307091,,,30.6343965249,17.4878391163,,,,,,23.0206841382,3.097941293,2.4411917775,,,13.9610138973,,,870.3636039453,,,,,,48.6175850588,,,48.7989711901,517.6016660207,,,,,-80.5691280829,,,87.8153021084,,,-96.0656346315,,,-15.9168792655,,,,,274.6190010931,-82.5987164069,13.5493159258,,,1215.4994693941,,,,-63.2494495277,,,2720.7355228075,,,,3197.4639588952,71.4224887157,,,1425.5181321116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-20 00:00:00,2022-04-12 00:00:00,CNY,767716038.93,,,,,,,,,,,,8052169.25,92002321.14,,0,867770529.32,236650179.0,,,,,,91399026.08,87875500.34,136257193.42,,0,552181898.84,,0,315588630.48,,,,,,150466076.23,,0,150466076.23,369854820.77,8830000.0,,,,416650149.6,,0,795334970.37,,0,-644868894.14,1470000.0,1470000.0,1213555420.25,,31494352.42,,0,1246519772.67,663754935.09,98702027.2,1102074.05,,84712924.33,,,0,847169886.62,,0,399349886.05,,,0,70069622.39,98105825.84,,0,168175448.23,180199779.46,486236.28,47225507.36,47225507.36,,57882246.21,614660.9,,,,,2803601.0,,83229644.46,-4245846.16,-3625102.96,-4072218.57,447115.61,,-21090951.05,-108804235.02,67359982.52,,,0.0,315588630.48,,,,,168175448.23,98105825.84,,,,,70069622.39,-0.0078908094,,,,,,,,,,,,-53.0699500725,-7.150531807,,,-1.8383610242,17.1158661732,,,,,,4.8619202185,-10.0706095877,4.9744912841,,,6.8581877319,,,-14.0739479551,,,,,,120.7939474418,,,111.4344472577,26.0193127144,194.3333333333,,,,127.0549418157,,,65.6973763276,,,-57.7359574046,-91.5282017519,-91.5282017519,76.0006650441,,5049.5017037279,,,76.1913198381,16.5300096717,15.4984726214,-70.230306591,,460.8156881305,,,,26.412562286,,,970.1246679516,,,,1756.2255244648,-4.1340879722,,,71.4224887157,13.2722728468,104.4347495191,31.5033727937,31.5033727937,,0.7251388764,-84.034467152,,,,,-49.1605640718,,27.3152525927,47.7138006281,-59.8008105308,-96.3847114876,329.3829388557,,-1953.1032429177,-494.4300514779,92.1112316608,,,,-14.0739479551,,,,,71.4224887157,-4.1340879722,,,,,1756.2255244648,标准无保留意见,,,
603759.SH,603759,海天股份,10533413,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2021-10-26 00:00:00,2021-10-26 00:00:00,CNY,486675312.8,,,,,,,,,,,,7362131.54,98305418.71,,0,592342863.05,167355395.54,,,,,,71356776.93,61257525.63,95938358.47,,0,395908056.57,,0,196434806.48,,,20000.0,,,23777625.19,,0,23797625.19,276163102.01,4500000.0,,,,273754555.88,,0,554417657.89,,0,-530620032.7,1470000.0,1470000.0,1053555420.25,,14817742.8,,0,1069843163.05,509501000.0,66436740.57,,,71437119.16,,,0,647374859.73,,0,422468303.32,,,0,88283077.1,98105825.84,,0,186388902.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2021-02-09 00:00:00,2021-08-16 00:00:00,CNY,299048649.82,,,,,,,,,,,,3825646.6,42459000.76,,0,345333297.18,111966016.45,,,,,,50856066.94,43494931.65,55524416.86,,0,261841431.9,,0,83491865.28,,,20000.0,,,19504448.78,,0,19524448.78,156496769.96,4500000.0,,,,106306556.05,,0,267303326.01,,0,-247778877.23,7997640.0,7997640.0,726596492.0,,,,0,734594132.0,459575000.0,41179788.06,,,53001003.51,,,0,553755791.57,,0,180838340.43,,,0,16551328.48,98105825.84,,0,114657154.32,56043118.97,0.0,20452225.89,20452225.89,,28407757.46,170573.5,,,,-6033.05,2746013.84,0.0,43069376.74,-968881.73,-2165956.15,-2509765.78,343809.63,,-3119077.43,-73513446.31,7864719.28,0.0,,0.0,83491865.28,,,,,114657154.32,98105825.84,,,,,16551328.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见,,,
603759.SH,603759,海天股份,10533413,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2021-04-30 00:00:00,2021-04-30 00:00:00,CNY,129512042.76,,,,,,,,,,,,1225721.34,19653176.66,,0,150390940.76,70205524.87,,,,,,30592030.14,19521759.22,27143651.15,,0,147462965.38,,0,2927975.38,,,,,,14137795.33,,0,14137795.33,22810765.67,320000.0,,,,57865535.0,,0,80996300.67,,0,-66858505.34,,,290000000.0,,0.0,,0,290000000.0,231597857.62,20961842.1,,,2245480.03,,,0,254805179.75,,0,35194820.25,0.0,,0,-28735709.71,98105825.84,,0,69370116.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603759.SH,603759,海天股份,10533413,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-06-19 00:00:00,2021-04-20 00:00:00,CNY,767776622.72,,,,,,,,,,,,17157810.96,99087612.38,,0,884022046.06,202065003.43,,,,,,87161312.6,97716108.09,129800289.34,,0,516742713.46,,0,367279332.6,2981885.25,,34788.5,,,68147735.92,,0,71164409.67,293490587.12,3000000.0,,,,183501907.63,,0,479992494.75,,0,-408828085.08,17351688.0,17351688.0,689517519.69,,611600.0,,0,707480807.69,569600000.0,85457430.7,3702000.0,,15105305.74,,,0,670162736.44,,0,37318071.25,,,0,-4230681.23,102336507.07,,0,98105825.84,159085515.75,-10964233.22,35912012.26,35912012.26,,57465541.23,3849924.12,,,,-188933.09,5514618.62,,65372877.77,-8120395.46,-2268513.5,-2073592.46,-194921.04,,-1027271.82,27585178.82,35063011.12,,,0.0,367279332.6,,,,,98105825.84,102336507.07,,,,,-4230681.23,34.277375907,,,,,,,,,,,,54.2413080647,36.1861340383,,,34.8278964104,14.1903873579,,,,,,5.7990770536,25.1031833697,44.7151509494,,,20.9772673432,,,60.7161759485,,,-99.4708259293,,,-79.9294161896,,,-79.4390550537,98.497703722,,,,,-48.9589040161,,,-5.3966864301,,,-153.5220463365,160132.3373730732,160132.3373730732,142.7878590458,,-99.3234513274,,,88.9584255424,111.3365590357,9.6063866913,50.0,,-84.1077013385,,,,51.4361241767,,,154.7768934439,,,,-391.8804692254,-0.8334610169,,,-4.1340879722,27.978446368,-153.739887007,15.1942178758,15.1942178758,,6.1283010714,53.4873915716,,,,96.6635061411,1566.741054097,,7.3662056187,-105.4641282884,64.468676188,64.3634610088,65.550678619,,72.5181822639,138.4884314257,10.4876658448,,,,60.7161759485,,,,,-4.1340879722,-0.8334610169,,,,,-391.8804692254,标准无保留意见,,,
